citing,cited,year
synth-1554,synth-1454,2022
synth-1494,synth-1456,2019
synth-1550,synth-1456,2022
synth-1490,synth-1459,2019
synth-1461,synth-1476,2018
synth-1498,synth-1461,2019
synth-1503,synth-1461,2020
synth-1544,synth-1461,2022
synth-1553,synth-1461,2022
synth-1582,synth-1461,2024
synth-1462,synth-1467,2018
synth-1536,synth-1463,2021
synth-1595,synth-1463,2024
synth-1464,synth-1480,2018
synth-1481,synth-1464,2019
synth-1492,synth-1464,2019
synth-1496,synth-1464,2019
synth-1505,synth-1464,2020
synth-1523,synth-1464,2021
synth-1561,synth-1464,2023
synth-1567,synth-1464,2023
synth-1563,synth-1466,2023
synth-1468,synth-1472,2018
synth-1468,synth-1474,2018
synth-1530,synth-1468,2021
synth-1535,synth-1468,2021
synth-1585,synth-1468,2024
synth-1593,synth-1469,2024
synth-1470,synth-1478,2018
synth-1493,synth-1470,2019
synth-1471,synth-1473,2018
synth-1552,synth-1471,2022
synth-1547,synth-1473,2022
synth-1552,synth-1473,2022
synth-1491,synth-1474,2019
synth-1514,synth-1474,2020
synth-1535,synth-1474,2021
synth-1585,synth-1474,2024
synth-1592,synth-1474,2024
synth-1487,synth-1475,2019
synth-1524,synth-1475,2021
synth-1544,synth-1476,2022
synth-1594,synth-1476,2024
synth-1493,synth-1478,2019
synth-1496,synth-1480,2019
synth-1505,synth-1480,2020
synth-1528,synth-1480,2021
synth-1510,synth-1482,2020
synth-1572,synth-1482,2023
synth-1560,synth-1485,2022
synth-1526,synth-1486,2021
synth-1549,synth-1486,2022
synth-1570,synth-1486,2023
synth-1571,synth-1486,2023
synth-1534,synth-1487,2021
synth-1509,synth-1490,2020
synth-1514,synth-1491,2020
synth-1592,synth-1491,2024
synth-1567,synth-1492,2023
synth-1558,synth-1495,2022
synth-1503,synth-1498,2020
synth-1533,synth-1498,2021
synth-1537,synth-1498,2021
synth-1582,synth-1498,2024
synth-1508,synth-1500,2020
synth-1533,synth-1503,2021
synth-1537,synth-1503,2021
synth-1504,synth-1517,2020
synth-1546,synth-1511,2022
synth-1590,synth-1511,2024
synth-1557,synth-1513,2022
synth-1592,synth-1514,2024
synth-1543,synth-1515,2022
synth-1551,synth-1515,2022
synth-1541,synth-1521,2022
synth-1555,synth-1521,2022
synth-1561,synth-1523,2023
synth-1542,synth-1525,2022
synth-1548,synth-1527,2022
synth-1574,synth-1529,2023
synth-1532,synth-1540,2021
synth-1533,synth-1537,2021
synth-1595,synth-1536,2024
synth-1600,synth-1536,2024
synth-1579,synth-1539,2023
synth-1599,synth-1539,2024
synth-1586,synth-1542,2024
synth-1543,synth-1551,2022
synth-1544,synth-1553,2022
synth-1594,synth-1544,2024
synth-1590,synth-1546,2024
synth-1570,synth-1549,2023
synth-1568,synth-1556,2023
synth-1591,synth-1556,2024
synth-1581,synth-1559,2024
synth-1587,synth-1560,2024
synth-1596,synth-1569,2024
synth-1570,synth-1571,2023
synth-1576,synth-1577,2023
synth-1598,synth-1578,2024
synth-1601,synth-1602,2022
synth-1612,synth-1601,2022
synth-1602,synth-1603,2022
synth-1603,synth-1604,2022
synth-1604,synth-1605,2022
synth-1605,synth-1606,2022
synth-1607,synth-1606,2022
synth-1607,synth-1608,2022
synth-1608,synth-1609,2022
synth-1609,synth-1610,2022
synth-1610,synth-1611,2022
synth-1611,synth-1612,2022
